,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,company_name,email,home_page,phone_number,street_address,updated,url
105,105,0,,EXPRESS LINE SHIPPING LLC - EL EULMA OFFICE,info@expresslineuae.com,www.expresslineuae.com,+213 (7)3 686 6687,"Maine Business Centre, 2nd Floor, Office No.27-1st, November Street, El Eulma, 19600 Setif, Algeria",,http://www.cargoyellowpages.com/en/algeria/setif/page_01.html
106,106,0,,TPF FORWARDING NETWORK (ALGERIA),info.tpf.algeria@eurotrans-int.com,www.tpfnetwork.org,+216 71 444 258,"Zeralda, Alger","May, 09, 2014",http://www.cargoyellowpages.com/en/algeria/zeralda/page_01.html
107,107,0,,PT. TSM CARGO,service.tsmcargo@gmail.com,www.transsamuderamaritim.com,05427621355,"Perumahan Posindo Blok G No.7 Balikpapan 76111, Kalimantan Timur","Jan, 13, 2016",http://www.cargoyellowpages.com/en/american-samoa/jakarta-selatan/page_01.html
108,108,0,,SMITH CARGO SYSTEMS LLC,info@smithcargosystems.com,www.smithcargosystems.com,+1 684 699 9784,"5901 Airport Road, Ottoville, Pago Pago 96799, American Samoa",,http://www.cargoyellowpages.com/en/american-samoa/pago-pago/page_01.html
109,109,1,,DGX,siaa.taylor@dhx.com,www.dgxshipping.com,+1 684 699-6187,"PO Box 7091, Pago Pago 96799, American Samoa",,http://www.cargoyellowpages.com/en/american-samoa/pago-pago/page_01.html
110,110,0,,POLYNESIAN SHIPPING SERVICES INC.,polynesiashipping@gmail.com,www.polynesianshipping.co.nz,+1 684 633 5636,"P.O.Box 1478, Pago Pago, American Samoa",,http://www.cargoyellowpages.com/en/american-samoa/pogo-pogo/page_01.html
111,111,0,,TRANSPORTS NORD ANDORRA,andorra@nordand.com,www.transports-nordandorra.ad,+(376) 801 400,"Crta. de la comella, 29 - ""El Ribal"", Andorra la Vella, Andorra",,http://www.cargoyellowpages.com/en/andorra/andorra/page_01.html
112,112,1,,NAGRUP  ANDORRA,sac@nagrup.com,www.nagrup.com,+376 801400,"Carretera de la Comella, 29 - Andorra, Andorra",,http://www.cargoyellowpages.com/en/andorra/andorra/page_01.html
113,113,0,,SHARAF SHIPPING AGENCY LTD,bala@sharafnigeria.com,,+234 70 98147910-12,"2nd Floor, Ceddi Tower, 16 Wharf Road,  Lagos, Angola",,http://www.cargoyellowpages.com/en/angola/apapa/page_01.html
114,114,0,,KUEHNE + NAGEL (ANGOLA) TRANSITARIO,info.soyo@kuehne-nagel.com,,+244 (0)2 391141-3866,"Malongo Terminal, Traffic Department, Cabinda, Angola",,http://www.cargoyellowpages.com/en/angola/cabinda/page_01.html
115,115,0,,DANSTARS INTERNATIONAL AGENCIES LTD,info@danstars.com,www.danstars.com,+234 80 3373 0089,"16, Burma Road, Opposite Honda Place, Apapa, Lagos, Angola",,http://www.cargoyellowpages.com/en/angola/lagos/page_01.html
116,116,0,,AEROLO AFRICA LTD ANGOLA,angola@aerologafrica.com,www.aerologafrica.com,+235 725219638,"Rua Marien Nguabi, 149, R/C Maianga, Luanda, Angola","Sep, 21, 2018",http://www.cargoyellowpages.com/en/angola/luanda/page_01.html
117,117,1,,EXPERTS FREIGHT LLC - ANGOLA,info@expertsfreight.com,www.expertsfreight.com,+8615625098482,"Rua Antonio Agustinho Casa, Viana KM 12, Luanda, Angola","Oct, 17, 2014",http://www.cargoyellowpages.com/en/angola/luanda/page_01.html
118,118,2,,LABUTA COMERCIO GERAL,aurea.silva@grupolbt.com,www.labutatransportes.com,+244 926 722 600,"Rua Marien Nguabi, 140, R/C Maianga, Luanda, Angola","Jun, 19, 2014",http://www.cargoyellowpages.com/en/angola/luanda/page_01.html
119,119,3,,TECHNOTRANS - TRANSITARIOS INTERNACIONAIS LDA,helpdesk.technotrans@gmail.com,www.technotrans.co.ao,+244 (0)2 2244 8492,Rua Rei Katyavala Nr 138 ( Liga Africana ) Luanda - Angola,"Jun, 18, 2013",http://www.cargoyellowpages.com/en/angola/luanda/page_01.html
120,120,4,,TEU TRANSITáRIO LDA,commercial@teutransitario.pt,www.teutransitario.pt,,", Angola",,http://www.cargoyellowpages.com/en/angola/luanda/page_01.html
121,121,5,,ATS (ANGOLA) TRANSITOS E TRANSPORTES LDA,info.atslad@netcabo.co.ao,,+244 (0)222 398242,"Rua Amilcar Cabral 13 (247), Luanda, Angola",,http://www.cargoyellowpages.com/en/angola/luanda/page_01.html
122,122,6,,BELETRANS ANGOLA - LOGISTICA LDA,beletrans.angola@gmail.com,www.beletrans.pt,+244 (0)91 996 1926,", Angola",,http://www.cargoyellowpages.com/en/angola/luanda/page_01.html
123,123,7,,ERNE-MIX LDA,cambinda.transitario@gmail.com,ernemix.com,+244 (0)222 393146,", Angola",,http://www.cargoyellowpages.com/en/angola/luanda/page_01.html
124,124,8,,EXPRESS HANDLING SERVICES,operations1@ehs.fr,www.ehs.fr,+33 1 7003 8407,"Rua Gastao de Sousa Dias N6, P/C 778 Maianga, Luanda, Angola",,http://www.cargoyellowpages.com/en/angola/luanda/page_01.html
125,125,9,,EXPRESS LINE SHIPPING LLC,info@expresslineuae.com,www.expresslineuae.com,+244 (0)92 360 7872,"Rua Ngola Kilunga No.135, Mabor Imbondeiro, Luanda, Angola",,http://www.cargoyellowpages.com/en/angola/luanda/page_01.html
126,126,10,,GAC ANGOLA,gerrit.laubscher@gacworld.com,www.gacworld.com,+244 (0)222 320482,"Rua Cmdt Dangereus, No 7 Alvalade, Luanda, Angola",,http://www.cargoyellowpages.com/en/angola/luanda/page_01.html
127,127,11,,GETMA TRAMP ANGOLA,,www.getma.fr,+244 (0)222 310984,"Rua Major Kanhangulo No 171, Caixa Postal No 174, Luanda, Angola",,http://www.cargoyellowpages.com/en/angola/luanda/page_01.html
128,128,12,,GOSHMELO SHIPPING & TRADING LTD,goshmeloshipping@yahoo.co.uk,,+244 (0)53 70 30,"Rua Rainha Ginga 12, Piso 3,  00244, Angola",,http://www.cargoyellowpages.com/en/angola/luanda/page_01.html
129,129,13,,KUEHNE + NAGEL (ANGOLA) TRANSITARIO,info.luanda@kuehne-nagel.com,www.kuehne-nagel.com,+244 (0)2 310795,"Sonils OSC, Luanda, Angola",,http://www.cargoyellowpages.com/en/angola/luanda/page_01.html
130,130,14,,RANGEL TRANSPORT AND LOGISTICS,,www.rangel.com,+244 (0)2 2235 5092,"Aeroport Internacional 4 De Fevereiro, Terminal Da Sal, Sociedade De Aviacao Ligeira, Luanda, Angola",,http://www.cargoyellowpages.com/en/angola/luanda/page_01.html
131,131,15,,TIBA ANGOLA LDA,angoladesk@tibagroup.com,www.tibagroup.com,+244 (0)2 2239 0968,", Angola",,http://www.cargoyellowpages.com/en/angola/luanda/page_01.html
132,132,16,,SHARAF SHIPPING AGENCY LDA,joao@sharafangola.com,,+244 222 331 590,"Rua Da Missao 7, Ingombotas, Luanda, Angola",,http://www.cargoyellowpages.com/en/angola/luanda/page_01.html
133,133,0,,LIAT (1974 ) LTD,liataxa@hotmail.com,,(264) 497 5000,", Anguilla",,http://www.cargoyellowpages.com/en/anguilla/anguilla/page_01.html
134,134,1,,PETERS AGENCY,peters@anguillanet.com,,264 497 1646,"EL Dorado Shipping Mall, Water Swamp Road, Anguilla",,http://www.cargoyellowpages.com/en/anguilla/anguilla/page_01.html
135,135,2,,JTC CUSTOMS BROKERS & SHIPPING,info@jtcsvc.com,,(264) 497-8500,"PO. Box 1111, Waterswamp, Anguilla",,http://www.cargoyellowpages.com/en/anguilla/anguilla/page_01.html
136,136,0,,PAS CARGO GROUP (B & B SHIPPING),wca@pascargousa.com,www.pascargousa.com,+1 268 562-5258,"Carlisle Estate, St George's Parish, Antigua airport, Antigua And Barbuda",,http://www.cargoyellowpages.com/en/antigua-and-barbuda/antigua-airport/page_01.html
137,137,0,,BRYSONS SHIPPING AGENCY,bryship@candw.ag,www.laparkan.com,+(268) 480 1240,"P.O Box 162, Long Street,  Antigua, WI, Antigua And Barbuda",,http://www.cargoyellowpages.com/en/antigua-and-barbuda/st.-johns/page_01.html
138,138,1,,CARIB SEAS,caribsea@candw.ag,,+(268) 462 4863,"P.O Box 1267, North St. & Wapping Lane.,  Antigua, WI., Antigua And Barbuda",,http://www.cargoyellowpages.com/en/antigua-and-barbuda/st.-johns/page_01.html
139,139,2,,CARIBBEAN MARITIME SERVICES,caribms@candw.ag,,+(268) 462 1224,,,http://www.cargoyellowpages.com/en/antigua-and-barbuda/st.-johns/page_01.html
140,140,3,,CONSOLIDATED FORWARDERS LTD.,carifor1@candw.ag,,+(268) 480 1100,"P.O Box 2478, Friars Hill Road,  Antigua, WI, Antigua And Barbuda",,http://www.cargoyellowpages.com/en/antigua-and-barbuda/st.-johns/page_01.html
141,141,4,,FRANCIS TRADING AGENCY,fta@candw.ag,,+(268) 462 4555,"P.O Box 194, High Street,  Antigua, WI, Antigua And Barbuda",,http://www.cargoyellowpages.com/en/antigua-and-barbuda/st.-johns/page_01.html
142,142,5,,GEO. W. BENNET BRYSON & CO. LTD.,bryship@candw.ag,www.brysonsantigua.com,(268) 480-1200,"Friars Hill Road, St. Johns, Antigua, West Indies, Antigua And Barbuda",,http://www.cargoyellowpages.com/en/antigua-and-barbuda/st.-johns/page_01.html
143,143,6,,INTERFREIGHT LTD.,ifreight@candw.ag,,+(268) 481 1200,"P.O Box P.O 731, Lower Bishopgates St.,  Antigua, WI, Antigua And Barbuda",,http://www.cargoyellowpages.com/en/antigua-and-barbuda/st.-johns/page_01.html
144,144,7,,JASCO AGENCIES LTD.,jasco@candw.ag,,+(268) 462 9521,"P.O Box 2750, St. John's St,  Antigua, WI, Antigua And Barbuda",,http://www.cargoyellowpages.com/en/antigua-and-barbuda/st.-johns/page_01.html
145,145,8,,SMART SHIPPING LIMITED,operation@smartshipping.org,www.smartshipping.org,+33 621 16 60 56,"51 A St. Mary's Street,  Antigua, Antigua And Barbuda",,http://www.cargoyellowpages.com/en/antigua-and-barbuda/st.-johns/page_01.html
146,146,9,,TROPICAL SHIPPING,schartz@tropical.com,www.tropicalshipping.com,+(268) 562 2934,"P.O Box W1310, Millburn House, Old Parham Road.,  Antigua, WI, Antigua And Barbuda",,http://www.cargoyellowpages.com/en/antigua-and-barbuda/st.-johns/page_01.html
147,147,10,,VERNON EDWARDS,vedwards@candw.ag,,+(268) 462 2034,"P.O Box 82, Crn. Thames & Long Sts.,  Antigua, WI, Antigua And Barbuda",,http://www.cargoyellowpages.com/en/antigua-and-barbuda/st.-johns/page_01.html
148,148,11,,WALKERS TRADING AGENCY,wtrading@candw.ag,,+(268) 462  4121,"P.O Box 506, North Street,  Antigua, WI, Antigua And Barbuda",,http://www.cargoyellowpages.com/en/antigua-and-barbuda/st.-johns/page_01.html
149,149,0,,TRANSPORTES LORENFABI SA,info@transportelorenfabi.com.ar,www.transportelorenfabi.com.ar,+54 (0)11 4203 2551,"Caxaraville 2155, CP 1870  Provincia de Buenos Aires, Argentina",,http://www.cargoyellowpages.com/en/argentina/avellaneda/page_01.html
150,150,0,,EAFF S.A.,campana@eaff.com.ar,www.eaff.com.ar,+54 (0)3489 424 436,"Bv. Lavalle 290, 4to Piso,  Provincia de Buenos Aires, Argentina",,http://www.cargoyellowpages.com/en/argentina/campana/page_01.html
151,151,1,,TRANSPORTES PADILLA SA,info@transportespadilla.com.ar,www.transportespadilla.com.ar,+54 (0)348 942 0680,"Ruta 9 KM 79.500,  Prov. Buenos Aires, Argentina",,http://www.cargoyellowpages.com/en/argentina/campana/page_01.html
152,152,0,,ADDAX CARGO DE ASAV S.A,addax@addax.com.ar,www.addaxcargo.com.ar,+54 11 5239-9960,"Marcelo T. de Alvear 624, Piso 5, Of. 34, Ciudad de Buenos Aires (CABA - C1058AAF), Argentina","Jul, 15, 2018",http://www.cargoyellowpages.com/en/argentina/ciudad-de-buenos-aires/page_01.html
153,153,1,,IBC GROUP,info@ibcgroup.com.ar,www.ibcgroup.com.ar,+54 011 5028 6232,"Ciudad de Buenos Aires, Caba 1010, Argentina","Mar, 30, 2018",http://www.cargoyellowpages.com/en/argentina/ciudad-de-buenos-aires/page_01.html
154,154,2,,SERLOG SERVICIOS LOGISTICOS SA,julian.otero@serlogsa.com,www.serlogsa.com,+54-11-5236-1001,"Alicia Moreau de Justo 2050, Floor 1, Suit 115, Buenos Aires - Argentina","Jan, 12, 2017",http://www.cargoyellowpages.com/en/argentina/ciudad-de-buenos-aires/page_01.html
155,155,3,,TRANSTER LOGISTICA SRL,comercial@transter.com.ar,www.transter.com.ar,+54 11 4361 6971,"Caboto 663, Ciudad de Buenos Aires, CABA 1157ABK, Argentina","Nov, 01, 2016",http://www.cargoyellowpages.com/en/argentina/ciudad-de-buenos-aires/page_01.html
156,156,4,,REGIONAL CARGO S.A.,regional@regionalcargo.com.ar,www.regionalcargo.com.ar,+54-11-4393 1590,"Sarmiento 983, piso 11 of A, Ciudad de Buenos Aires, C1041AAS - CABA, Argentina","Nov, 23, 2015",http://www.cargoyellowpages.com/en/argentina/ciudad-de-buenos-aires/page_01.html
157,157,5,,AFFARI GROUP SRL,mlorenzo@affari.com.ar,www.affari.com.ar,+54 11 4394-2735,"Lavalle 437, floor 4, Off. A, Ciudad de Buenos Aires (1047 CABA), Argentina","Jun, 02, 2015",http://www.cargoyellowpages.com/en/argentina/ciudad-de-buenos-aires/page_01.html
158,158,6,,QL SOLUTIONS LATINOAMERICA S.A.,info.ar@ql-solutions.com,www.ql-solutions.com,+54 (0)11 5272 4363,"Av. Rivadavia 1273, 1 piso, Oficina 12, Buenos Aires, Argentina","May, 27, 2015",http://www.cargoyellowpages.com/en/argentina/ciudad-de-buenos-aires/page_01.html
159,159,7,,AGETSA S.R.L.,alfredosejas@agetsa.com.ar,www.agetsa.com.ar,+54(11)5291 2538,"Moreno 584, Piso 3, Ciudad Autonoma de Buenos Aires, CABA C1091AAL, Argentina","Apr, 14, 2015",http://www.cargoyellowpages.com/en/argentina/ciudad-de-buenos-aires/page_01.html
160,160,8,,VS CARGO SA,info@vscargo.com.ar,www.vscargo.com.ar,+54 11 4322 3003,"Av. Cordoba 652 - 2B, C1054AAS - Cdad. de Buenos Aires - Argentina","Mar, 12, 2015",http://www.cargoyellowpages.com/en/argentina/ciudad-de-buenos-aires/page_01.html
161,161,9,,GRUPO SISTEMAS,carlos.a@gruposislog.com,www.gruposislog.com,+54 (11) 5219 3650,"Bdo, de Irigoyen 214, Piso 1, Of. B, Ciudad de Buenos Aires, Buenos Aires, Argentina","Feb, 13, 2015",http://www.cargoyellowpages.com/en/argentina/ciudad-de-buenos-aires/page_01.html
162,162,10,,WORLDPACK MOVERS,info@aworldpack.com.ar,www.aworldpack.com.ar,+54 11 3221 3556,"Tte. Gral Juan D Peron 1671, 15th Fl, Of I, C1039 - Ciudad de Buenos Aires, Argentina","Aug, 12, 2014",http://www.cargoyellowpages.com/en/argentina/ciudad-de-buenos-aires/page_01.html
163,163,11,,TPF FORWARDING NETWORK (ARGENTINA),mvaccari@vaccari.com.ar,www.tpfnetwork.org,54 11 4312 0541,"Reconquista 715 3ro. A, Ciudad de Buenos Aires, Argentina","May, 12, 2014",http://www.cargoyellowpages.com/en/argentina/ciudad-de-buenos-aires/page_01.html
164,164,12,,LIBER LINE SRL,ealvarez@liberline.com.ar,www.liberline.com.ar,(+5411) 4328-5876,"Maipu 763 - 5 Piso M, (C1006ACI) Ciudad de Buenos Aires, Argentina","Apr, 04, 2014",http://www.cargoyellowpages.com/en/argentina/ciudad-de-buenos-aires/page_01.html
165,165,13,,SOLUTIONS LOGISTICS SRL,mkelly@solutionslogistics.com.ar,www.solutionslogistics.com.ar,+54 (0)11 5236-6670,"Suipacha 612,3 F, Ciudad de Buenos Aires, CABA, Argentina","Nov, 22, 2013",http://www.cargoyellowpages.com/en/argentina/ciudad-de-buenos-aires/page_01.html
166,166,14,,LOGISTICA CTL,vtarantola@gmail.com,,+54-11 46428911,"Lisandro de la Torre, 428, piso depto 6, Ciudad de Buenos Aires, Argentina","Oct, 16, 2013",http://www.cargoyellowpages.com/en/argentina/ciudad-de-buenos-aires/page_01.html
167,167,15,,A PATAGONIA CARGO,luis@cargopatagonia.com.ar,www.patagoniacargo.com.ar,+54(0)11 5218-0313,"Esmeralda 634, Piso 1, Of E. Capital Federal. Buenos Aires. Argentina","Sep, 24, 2013",http://www.cargoyellowpages.com/en/argentina/ciudad-de-buenos-aires/page_01.html
168,168,16,,COMEXSU S.A.,mlugo@comexsu.com,www.comexsu.com,5411-5031-8956,"Lavalle 442  Piso 7, CP1047 - Ciudad de Buenos Aires  Argentina","Sep, 24, 2013",http://www.cargoyellowpages.com/en/argentina/ciudad-de-buenos-aires/page_01.html
169,169,17,,SMART LOGISTICS SA,a.samartino@smartlog.com.ar,www.smartlog.com.ar,+54 (0)11 4342-5910,"Avenida Belgrano 485, 4to 9, C1092AAE, Ciudad de Buenos Aires, Argentina","Sep, 13, 2013",http://www.cargoyellowpages.com/en/argentina/ciudad-de-buenos-aires/page_01.html
170,170,18,,CROSSING CONTINENTS LOGISTICS S.R.L.,cschiratti@crossingco.com.ar,www.crossingco.com.ar,541152191221,"Av. Rivadavia 1157 Piso 5 C, (C1033AAB) Buenos Aires, Argentina","Sep, 11, 2013",http://www.cargoyellowpages.com/en/argentina/ciudad-de-buenos-aires/page_01.html
171,171,19,,ACSA SRL,acastagnolo@acsasrl.com,www.acsa-cargo.com/,+54 11 5778-1812,"Av. Del Libertador 8580  Piso 13 D, (1429) Ciudad de Buenos Aires, Argentina","Jul, 03, 2013",http://www.cargoyellowpages.com/en/argentina/ciudad-de-buenos-aires/page_01.html
172,172,20,,ARGENTINA CARGO SRL,contacto@argentina-cargo.com.ar,www.argentina-cargo.com.ar,+ 54 (11) 4331-2661,"Alsina 495, piso 11. CABA-Ciudad de Buenos Aires. Argentina.","Jun, 12, 2013",http://www.cargoyellowpages.com/en/argentina/ciudad-de-buenos-aires/page_01.html
173,173,21,,SISTRANS LOGISTICA ARGENTINA,mfrossi@sistranslogistica.com.ar,www.sistranslogistica.com.ar,5491160979400,"Mexico 1320 Piso 3, 1097 Monserrat - Ciudad Autonoma de Buenos Aires, Argentina","Jun, 05, 2013",http://www.cargoyellowpages.com/en/argentina/ciudad-de-buenos-aires/page_01.html
174,174,22,,ONE HANDLING GROUP,administracion@onehandling.com,www.onehandling.com,(+5411) 5480 6500,"Bdo, de Irigoyen 630 Piso 5to. Of. 506, Ciudad Autonoma de Buenos Aires, (1035) Argentina","Apr, 09, 2013",http://www.cargoyellowpages.com/en/argentina/ciudad-de-buenos-aires/page_01.html
175,175,23,,CRISTOFERSEN INTERNACIONAL SA,info@cristofersen.com.ar,www.cristofersen.com.ar,+54 (0)11 4314-0678,", Argentina",,http://www.cargoyellowpages.com/en/argentina/ciudad-de-buenos-aires/page_01.html
176,176,24,,SDV ARGENTINA SA,,www.sdv.com,+54 (0)11 4312-5565,"25 De Mayo 555, Piso 11, 1002 Buenos Aires, Argentina",,http://www.cargoyellowpages.com/en/argentina/ciudad-de-buenos-aires/page_01.html
177,177,25,,BAIF FREIGHT SRL,martin.schettino@baiffreight.com.ar,www.baiffreight.com.ar,+54 (0)11 4116-6700,"Mexico 613, Piso 1, Of D, Capital Federal, C1097AAM Buenos Aires, Argentina",,http://www.cargoyellowpages.com/en/argentina/ciudad-de-buenos-aires/page_01.html
178,178,26,,CG LOGISTICA,info@cglogisitca.com,www.cglogistica.org,+54 (0)11 4345-1700,"Maipu 42, 8th Floor, C1082AAB Buenos Aires, Argentina",,http://www.cargoyellowpages.com/en/argentina/ciudad-de-buenos-aires/page_01.html
179,179,27,,TRADE SHOW LOGISTICS SA,szenere@tslsa.com,www.tslsa.com,+54 (0)11 5256-5230,"Peru 367 Piso 12, C1067 AAG Buenos Aires, Argentina",,http://www.cargoyellowpages.com/en/argentina/ciudad-de-buenos-aires/page_01.html
180,180,28,,AIRSEALAND SA,airsealand@airsealand-group.com.ar,www.airsealand-group.com.ar,+54 (0)11 4342-0123,"Alsina 653, C1087AAI Buenos Aires, Argentina",,http://www.cargoyellowpages.com/en/argentina/ciudad-de-buenos-aires/page_01.html
181,181,29,,ADVANCED TRADE,nina@advancedtrade.com.ar,www.advancedtrade.com.ar,+54 (0)232 243-3283,"Rivadavia 871 2 'D', Pilar, 1629 Buenos Aires, Argentina",,http://www.cargoyellowpages.com/en/argentina/ciudad-de-buenos-aires/page_01.html
182,182,30,,ALTIUS ARGENTINA SA,jturner@altiusar.com.ar,www.altius.es,+54 (0)11 5236-5624,"Reconquista 336, Planta 4a, Suite K, C1003ABH Buenos Aires, Argentina",,http://www.cargoyellowpages.com/en/argentina/ciudad-de-buenos-aires/page_02.html
183,183,31,,CLIPPERS ARGENTINA SA,jmiranda@clippersarg.com.ar,www.clippersarg.com.ar,+54 (0)11 4393-4122,", Argentina",,http://www.cargoyellowpages.com/en/argentina/ciudad-de-buenos-aires/page_02.html
184,184,32,,SOUTHMARK LOGISTICS SA,ccandia@southlog.com,www.southlog.com,+54 (0)11 5252-4090,"Avda Cordoba 838, 11th Floor, C1054AAU Ciudad de Buenos Aires, Argentina",,http://www.cargoyellowpages.com/en/argentina/ciudad-de-buenos-aires/page_02.html
185,185,33,,TRANSUNION ARGENTINA SA,info@transunionargentina.com.ar,www.transunion.es,+54 (0)11 5199-3676,"Avda Belgrano 265, 3rd Floor, C1092AAC Buenos Aires, Argentina",,http://www.cargoyellowpages.com/en/argentina/ciudad-de-buenos-aires/page_02.html
186,186,34,,VINPAC LINES (BUENOS AIRES) SA,commercial@ba.vinpac.com,www.vinpac.com,+54 (0)11 4121-4850,"Av Rivadavia 822, 1st Floor, C1002AAT Buenos Aires, Argentina",,http://www.cargoyellowpages.com/en/argentina/ciudad-de-buenos-aires/page_02.html
187,187,35,,ZOOM CARGO,com@zoomcargonet.com,www.zoomcargonet.com,+54 (0)11 4139-4305,"Lafinur 3170 Floor 8 B, 1425FAF Buenos Aires, Argentina",,http://www.cargoyellowpages.com/en/argentina/ciudad-de-buenos-aires/page_02.html
188,188,36,,ARTEMISION S.R.L,nestor.cotsiopoulos@artemision.net,www.artemision.net,+54 (0)11 4331-0747,"Piedras 519 Piso, C1070AAK Buenos Aries, Capital Federal, Argentina",,http://www.cargoyellowpages.com/en/argentina/ciudad-de-buenos-aires/page_02.html
189,189,37,,BAS LOGISTICS SRL,bibiana.soto@baslogistics.com.ar,www.baslogistics.com.ar,+54 (0)11 4382-8034,"Cerrito 484, 1st Floor A (1010) CABA, 1010 Buenos Aires, Argentina",,http://www.cargoyellowpages.com/en/argentina/ciudad-de-buenos-aires/page_02.html
190,190,38,,SEABREEZE ARGENTINA INTERNATIONAL FREIGHT FORWARDE...,akornmacher@bdpinternational.com.ar,www.seabreezearg.com.ar,+54 (0)11 4371 5485,", Argentina",,http://www.cargoyellowpages.com/en/argentina/ciudad-de-buenos-aires/page_02.html
191,191,39,,SISTEMAS GLOBALES DE LOGISTICA SRL,info@sistemasdelogistica.com.ar,www.sistemasdelogistica.com.ar,+54 (0)11 5218 6681,"Bdo de Irigoyen 214, 1072 Buenos Aires, Argentina",,http://www.cargoyellowpages.com/en/argentina/ciudad-de-buenos-aires/page_02.html
192,192,40,,TRANSPORTES UNIVERSALES SA,tusa@tusa.com.ar,www.tusa.com.ar,+54 (0)11 5277-3100,"Avenida Belgrano 615, Piso 9, C1092 AAG Buenos Aires, Argentina",,http://www.cargoyellowpages.com/en/argentina/ciudad-de-buenos-aires/page_02.html
193,193,41,,ALL CARGO SA,d_janowski@allcargo.com.ar,www.allcargo.com.ar,+54 (0)11 4345-6262,"Av Rivadavia 893, 10th Floor, Capital Federal, C1002AAG Buenos Aires, Argentina",,http://www.cargoyellowpages.com/en/argentina/ciudad-de-buenos-aires/page_02.html
194,194,42,,ARGEN WORLD SRL,clausijr@bue.aero,www.bue.aero,+54 (0)11 5236-3305,"Av Rivadavia 1645, 7th Floor, C1033AAG Buenos Aires, Argentina",,http://www.cargoyellowpages.com/en/argentina/ciudad-de-buenos-aires/page_02.html
195,195,43,,AUSTRAL BOND SRL,lvalverde@australbond.com,www.australbond.com,+54 (0)11 5368-9152,", Argentina",,http://www.cargoyellowpages.com/en/argentina/ciudad-de-buenos-aires/page_02.html
