a,Unnamed: 0,company_name,email,home_page,phone_number,street_address,url
106,46,SEA LINK LOGISTICS INTERNATIONAL,info@sealink.com.af,www.sealink.com.af,+93 (0)799 328092,"House #2, Street #2, Near Blossom Health Care Center, Hanzala Mosque Rd, Shahr-e-Naw,  25000, Afghanistan      ",http://www.cargoyellowpages.com/en/afghanistan/kabul/page_02.html
107,47,SKA AFGHANISTAN,,,,"KIAI Road Gate 2, Kabul, Afghanistan      ",http://www.cargoyellowpages.com/en/afghanistan/kabul/page_02.html
108,48,TRANSBANKAS AFGHANISTAN LTD,info@transbankas.lt,www.transbankas.com,+93 (0)799 119105,"House #32, Road #15, Street #13, Opposite British Embassy, Beside Omid Public High School, Wazir Akbar Khan, Kabul, Afghanistan      ",http://www.cargoyellowpages.com/en/afghanistan/kabul/page_02.html
109,49,XE SERVICES LLC,blackwaterkabul.logistics@gmail.com,www.xecompany.com,+93 (0)79 7971 3403,"Shash Darak, Kabul, Afghanistan      ",http://www.cargoyellowpages.com/en/afghanistan/kabul/page_02.html
110,50,"AARAS SHIPPING & LOGISTICS AFGHANISTAN.,",kabul@aarasshipping.com,www.aarasshipping.com,+93 777 150076,"Sharifi Plaza, Office No.4, 2 nd Floor,Block-B, Char Rahi Ansari, Kabul, Afghanistan      ",http://www.cargoyellowpages.com/en/afghanistan/kabul/page_02.html
111,51,ALLIED EXPRESS LOGISTICS COMPANY.,ceo@allied-xlogistics.com,www.allied-xlogistics.com,+93-7 9907 9112,"House #292, District-4,Lane1,Share-e-Now, Opposite International restaurant club., Afghanistan      ",http://www.cargoyellowpages.com/en/afghanistan/kabul/page_02.html
112,52,ALLIED XPERT LOGISTICS,kabul@alliedxl.com,,+93 (0)786 441 943,"Kandhar, Afghanistan      ",http://www.cargoyellowpages.com/en/afghanistan/kandahar/page_01.html
113,53,AFGHAN SHIPPING & LOGISTICS (ASL),info@afghanshipping-logistics.com,,+93 (0)77 710 1234,"Dorraye, Airport Road, Opp Kandahar Custom House, Kandahar, Afghanistan      ",http://www.cargoyellowpages.com/en/afghanistan/kandahar/page_01.html
114,0,AFGHAN SHIPPING & LOGISTICS (ASL),operation@afghanshipping-logistics.com,,+93 (0)78 637 3732,"Hairatan Port 3, Hairatan, Afghanistan      ",http://www.cargoyellowpages.com/en/afghanistan/hairatan/page_01.html
115,1,PARSIMPEX AFGHANISTAN,opafg@parsimpex.com,www.parsimpex.com,+93(0)793649999,"Falakah Movlanay JamiI, Jami Trade Center, Herat, Afghanistan      ",http://www.cargoyellowpages.com/en/afghanistan/herat/page_01.html
116,2,PEYMAN TRANSIT INT??L FORWARDING COMPANY,sn.nadem@hotmail.com,www.peyman.com.af,+93 (0)40 228282,"Muhammadi Building 3th Floor Unit 15,  009340, Afghanistan      ",http://www.cargoyellowpages.com/en/afghanistan/herat/page_01.html
117,3,PAKGRO,,,+93 (0)79 406482,"Al-Haj Main Aslam Plaza A, Dharamshal 4th Floor, Room no 149, Nangarhar, Afghanistan      ",http://www.cargoyellowpages.com/en/afghanistan/jalalabad/page_01.html
118,4,ALJUBAIR INTERNATIONAL TRANSPORTATION COMPANY (AIT...,info@aitc-co.com,www.aitc-co.com,+93 (0)796 82 9412,"Wazir Akbar Khan, 14th Street,      ",http://www.cargoyellowpages.com/en/afghanistan/kabul/page_01.html
119,5,AS LOGISTICS,ajmal@asl.af,www.asl.af,9.71563E+11,"House # 34, Street # 13, Wazir Akbar Khan, Kabul, Afghanistan      ",http://www.cargoyellowpages.com/en/afghanistan/kabul/page_01.html
120,6,SZ GROUP OF COMPANIES,info@szgroup-af.com,www.szgroup-af.com,93790000081,"House No: 264, Lane No 1, Saleem Karwan Town, Dis 16, Kabul, Afghanistan      ",http://www.cargoyellowpages.com/en/afghanistan/kabul/page_01.html
121,7,AFGHAN EMPIRE INTERNATIONAL LOGISTICS & SERVICES (...,afghanempire1@gmail.com,www.afghanempireinternational.com,+93-799 127 321,"Parwan 2nd, Kabul, Afghanistan      ",http://www.cargoyellowpages.com/en/afghanistan/kabul/page_01.html
122,8,MULTITRANS,mubashir.muzafari@multitranslog.com,www.multitranslog.com,93799644904,"207B Shahr e Naw, Kabul, Afghanistan      ",http://www.cargoyellowpages.com/en/afghanistan/kabul/page_01.html
123,9,AAZAN CORPORATION,arifkamalsyed@gmail.com,www.aazancorporation.com,92915250742,"TF-172, 3rd floor, Deans Trade Center Islamia Road Peshawar Cantt, Kabul, Afghanistan      ",http://www.cargoyellowpages.com/en/afghanistan/kabul/page_01.html
124,10,ISM INTERNATIONAL TRANSPORT AND LOGISTIC LTD.,mohammadismail982@gmail.com,,93202554522,"Shirpoor Main Road, Jam Super Market, 2nd floor, District 10, Kabul, Afghanistan      ",http://www.cargoyellowpages.com/en/afghanistan/kabul/page_01.html
125,11,PAXTON KABUL LOGISTICS COMPANY,kabul@paxton.com,www.paxton.com/locations/kabul,+93 (0)70 0295 329,"House # 8 left side Afghan Street, Shash Darak, Kabul, Afghanistan      ",http://www.cargoyellowpages.com/en/afghanistan/kabul/page_01.html
126,12,GLOCAL,glocal@glocal.com.af,www.glocal.com.af,+ 93 (0) 799 330 325,"4th Street Taimani Project No. 786 Kabul, Afghanistan      ",http://www.cargoyellowpages.com/en/afghanistan/kabul/page_01.html
127,13,SONIC JET AFGHANISTAN,kabul@sonicjet.aero,www.sonicjet.aero,+93 (0)793 433889,"Kabul International Airport, New Terminal, Kabul, Afghanistan      ",http://www.cargoyellowpages.com/en/afghanistan/kabul/page_01.html
128,14,AFEX LOGISTIC SOLUTIONS,andrew@afexsolutions.com,www.afexsolutions.com,+93 (0)79 490 7756,"House #731, Between Street 8 & 9, Main Road, Mouyi Mubarak, Taimani Watt, Kabul, Afghanistan      ",http://www.cargoyellowpages.com/en/afghanistan/kabul/page_01.html
129,15,ACTCO AFGHANISTAN LOGISTICS,gaurav@afghancontainers.com,www.afghancontainers.com,+93 (0)700 214666,"House No 43 Street 2 Left West Charahi, Haji Yakub Sher e Now,  2683, Afghanistan      ",http://www.cargoyellowpages.com/en/afghanistan/kabul/page_01.html
130,16,AFGHAN CONTAINER TRANSPORT COMPANY,gaurav@afghancontainers.com,www.afghancontainers.com,+93 (0)70 214666,"House No 43, Street No 2, Left West of Charahi Haji Yaqub, Kabul, Afghanistan      ",http://www.cargoyellowpages.com/en/afghanistan/kabul/page_01.html
131,17,AFGHAN INTERNATIONAL CARGO,,www.afghanshipping.com,,"Shahsamand Plaza, First Part Jade Mawand, Infront of Mawand Hospital, Kabul, Afghanistan      ",http://www.cargoyellowpages.com/en/afghanistan/kabul/page_01.html
132,18,BLUE SEA LOGISTICS INTERNATIONAL,alamzeb@bluesea-group.com,www.bluesea-group.com,+93 (0)799 757895,"Street # 3rd, House # 5th, Qalai Fathullah, Shahr-e-Naw,  25000, Afghanistan      ",http://www.cargoyellowpages.com/en/afghanistan/kabul/page_01.html
133,19,AFGHAN SHIPPING & LOGISTICS (ASL),ceo@afghanshipping-logistics.com,www.afghanshipping-logistics.com,+93 (0)799 119105,"Sarak-e-Naw, Bagram, Jalalabad Main Road, Kabul Industrial Zone, Kabul, Afghanistan      ",http://www.cargoyellowpages.com/en/afghanistan/kabul/page_01.html
134,20,ALLIED XPERT LOGISTICS,kabul@alliedxl.com,www.alliedxl.com,+93 (0)786 441 943,"Suite 511, Main Shash Darak Road, Opp Sitarra School,  74000, Afghanistan      ",http://www.cargoyellowpages.com/en/afghanistan/kabul/page_01.html
135,21,AU-LOGISTICS,info@aulogistics.com,www.aulogistics.com,+93 (0)78 720 3010,"Suite #1 St #2, Dani-E-Bagh Square, Baharistan Area Behind Punjsher Biz Ctr,  62000, Afghanistan      ",http://www.cargoyellowpages.com/en/afghanistan/kabul/page_01.html
136,22,AUSTIN SHIPPING AGENCY LLC,info@austingroup-me.com,www.austingroup-me.com,,"Ashraf Wat Road, Bet CharraiHaji Yaqoob & Charral Ansari, Kabul, Afghanistan      ",http://www.cargoyellowpages.com/en/afghanistan/kabul/page_01.html
137,23,DIAMOND CROWN LOGISTIC SOLUTIONS,dcls.kbl@gmail.com,www.dcls.biz,+93 (0)700 013830,"Kolola Pushta District 4,  25000, Afghanistan      ",http://www.cargoyellowpages.com/en/afghanistan/kabul/page_01.html
138,24,IFLS,ops@iflspakistan.com,www.iflspakistan.com,+93 (0)21 252 6766,"Qulala Pushta Road, Behind Embassy of Holland, Street 01, House No 03, Kabul, Afghanistan      ",http://www.cargoyellowpages.com/en/afghanistan/kabul/page_01.html
139,25,EMT LOGISTICS,admin@emtlogistics.aero,www.emtlogistics.aero,+93 (0)798 384050,"Parwan 3, Sarai Angoor, Kabul, Afghanistan      ",http://www.cargoyellowpages.com/en/afghanistan/kabul/page_01.html
140,26,C2 LOGISTICS (AFGHANISTAN),,www.c2logistics.com,+93 (0)613 523 1816,"House 18 Street 2, Shash Drak, Kabul, Afghanistan      ",http://www.cargoyellowpages.com/en/afghanistan/kabul/page_01.html
141,27,EURASIA INTERNATIONAL CONTAINER LOGISTICS SERVICE ...,kemal.karaoglu@intercombi.com,www.eurasia-icl.com,+93 (0)752 071538,"Klola Pushta Zadran, Building No 117, Gul-e-Surkh Square, Kabul, Afghanistan      ",http://www.cargoyellowpages.com/en/afghanistan/kabul/page_01.html
142,28,EXPOLANKA FREIGHT FZ CO,geoffry@expoafghanistan.com,www.expolankafreight.com,,"PAE compound, Jalalabad Road, Kabul, Afghanistan      ",http://www.cargoyellowpages.com/en/afghanistan/kabul/page_01.html
143,29,FIRST GLOBAL LOGISTICS SERVICES CO LTD,firstglobal.logistics.ltd@gmail.com,www.fglkabul.com,+93 (0)79 445 4513,"1st Floor Kabul Business Center, Haji Yaqub Square,  24000, Afghanistan      ",http://www.cargoyellowpages.com/en/afghanistan/kabul/page_01.html
144,30,FREIGHT LINKERS,info@freightlinkers.com,,+93 (0)778 590 733,"Shehr-e-Nou, 4th District, 1st Zone, Kabul, Afghanistan      ",http://www.cargoyellowpages.com/en/afghanistan/kabul/page_01.html
145,31,GIFCO - GHORAYEB INTERNATIONAL FREIGHT FORWARDING ...,kabul@gifco.com,www.ghorayebshipping.com,+961 145 0550,"Kabul Haji Yaqoob Square, Kabul Business Center, 3rd floor office #307, Kabul, Afghanistan      ",http://www.cargoyellowpages.com/en/afghanistan/kabul/page_01.html
146,32,GLOBAL LOGISTIX SYNDICATE LTD,int@bizdev@glxs.pk,www.glxs.pk,+93 (0)78 604 3200,"12 Hesai Deowam, Kart-e-Parwan, Kabul, Afghanistan      ",http://www.cargoyellowpages.com/en/afghanistan/kabul/page_01.html
147,33,GLOBALINK LOGISTICS GROUP,kabul@globalinkllc.com,www.globalinkllc.com,+93 (0)20 220 1560,"Street 10, House 267, Taimani Watt, Kabul, Afghanistan      ",http://www.cargoyellowpages.com/en/afghanistan/kabul/page_01.html
148,34,HEB INTERNATIONAL LOGISTICS,info@hebgroup.com,www.hebgroup.com,+93 (0)79 964 4904,"House #207-B, Gul Faroshi Street, Shahrah-e-Now, Kabul, Afghanistan      ",http://www.cargoyellowpages.com/en/afghanistan/kabul/page_02.html
149,35,KARWAN LOGISTICS PVT LTD,,www.karwan-logistics.com,+93 (0)77 719 0910,"Sarak-e-now Industrial Area, Jalalabad Main Road,  25000, Afghanistan      ",http://www.cargoyellowpages.com/en/afghanistan/kabul/page_02.html
150,36,MEBS INTERNATIONAL,afghanistan@mebs-intl.com,www.mebs-intl.com,+93 (0)752 090 192,"Blok 7, Industrial Park, Pull Charkhi, District 9 Police Road, (Off Jalalabad Road), Kabul, Afghanistan      ",http://www.cargoyellowpages.com/en/afghanistan/kabul/page_02.html
151,37,NEW HAROON TRADERS,kabulcargo@gmail.com,,,"Opp Khushal Khan Mena, Amin Street,  44000, Afghanistan      ",http://www.cargoyellowpages.com/en/afghanistan/kabul/page_02.html
152,38,SKYLINK AFGHANISTAN,,www.skylinkaviation.com,+93 (0)798 267 268,"2nd Street of 9th District Police Dept, Jalalabad Road, Kabul, Afghanistan      ",http://www.cargoyellowpages.com/en/afghanistan/kabul/page_02.html
153,39,MOVE ONE LOGISTICS/MOVE ONE RELOCATIONS,zsolt.ormai@moveoneinc.com,www.moveoneinc.com,+93 (0)799 310 903,"Qala-e-Fatullah, Street 6, House #396, Kabul, Afghanistan      ",http://www.cargoyellowpages.com/en/afghanistan/kabul/page_02.html
154,40,OLOGH BEG INTERNATIONAL FORWARDERS CO LTD,khursheed@ologhbeg.com,www.ologhbeg.com,+93 (0)77 919 8008,"Haji Yaqoob Square, Opp AFC Continental, Sher-e-Now,  93000, Afghanistan      ",http://www.cargoyellowpages.com/en/afghanistan/kabul/page_02.html
155,41,PAK DYNAMIC LOGISTICS INTERNATIONAL PVT LTD,dlikabul@gmail.com,www.dliltd.com,+93 (0)20 220 4881,"Ansari Square, Sher-e-Now, Near Kabul City Centre, Kabul, Afghanistan      ",http://www.cargoyellowpages.com/en/afghanistan/kabul/page_02.html
156,42,ABC BEST INTERNATIONAL FREIGHT MANAGEMENT,kabul@abcbestfreight.com,www.abcbestfreight.diytrade.com,+92 301 220 4171,"Office #203, 2nd Floor, Kabul Business Centre, Haji Yaqoub Roundabout, Kabul, Afghanistan      ",http://www.cargoyellowpages.com/en/afghanistan/kabul/page_02.html
157,43,PAK-AFGHAN OVERLAND TRANSPORT CO,pakafghan@gmail.com,,+93 (0)70 836 177,"Block-B, 2nd Floor, Office No.4, Shairifi Plaza, Char Rahi, Ansari, Kabul, Afghanistan      ",http://www.cargoyellowpages.com/en/afghanistan/kabul/page_02.html
158,44,PAKGRO,,www.pakgro.com,,"Office No 401, 4th Floor, Kabul Business Centre, Haji Yaqoob Roundabout, Kabul, Afghanistan      ",http://www.cargoyellowpages.com/en/afghanistan/kabul/page_02.html
159,45,ROHANI LOGISTICS PVT LTD,rohani.logistics@gmail.com,www.rohani-logistics.com,+93 (0)70 616 0395,"Sarkh-e-Now Jalalabad Main Road, Parkh-e-Sanati, Kabul, Afghanistan      ",http://www.cargoyellowpages.com/en/afghanistan/kabul/page_02.html
160,46,SEA LINK LOGISTICS INTERNATIONAL,info@sealink.com.af,www.sealink.com.af,+93 (0)799 328092,"House #2, Street #2, Near Blossom Health Care Center, Hanzala Mosque Rd, Shahr-e-Naw,  25000, Afghanistan      ",http://www.cargoyellowpages.com/en/afghanistan/kabul/page_02.html
161,47,SKA AFGHANISTAN,,,,"KIAI Road Gate 2, Kabul, Afghanistan      ",http://www.cargoyellowpages.com/en/afghanistan/kabul/page_02.html
162,48,TRANSBANKAS AFGHANISTAN LTD,info@transbankas.lt,www.transbankas.com,+93 (0)799 119105,"House #32, Road #15, Street #13, Opposite British Embassy, Beside Omid Public High School, Wazir Akbar Khan, Kabul, Afghanistan      ",http://www.cargoyellowpages.com/en/afghanistan/kabul/page_02.html
163,49,XE SERVICES LLC,blackwaterkabul.logistics@gmail.com,www.xecompany.com,+93 (0)79 7971 3403,"Shash Darak, Kabul, Afghanistan      ",http://www.cargoyellowpages.com/en/afghanistan/kabul/page_02.html
164,50,"AARAS SHIPPING & LOGISTICS AFGHANISTAN.,",kabul@aarasshipping.com,www.aarasshipping.com,+93 777 150076,"Sharifi Plaza, Office No.4, 2 nd Floor,Block-B, Char Rahi Ansari, Kabul, Afghanistan      ",http://www.cargoyellowpages.com/en/afghanistan/kabul/page_02.html
165,51,ALLIED EXPRESS LOGISTICS COMPANY.,ceo@allied-xlogistics.com,www.allied-xlogistics.com,+93-7 9907 9112,"House #292, District-4,Lane1,Share-e-Now, Opposite International restaurant club., Afghanistan      ",http://www.cargoyellowpages.com/en/afghanistan/kabul/page_02.html
166,52,ALLIED XPERT LOGISTICS,kabul@alliedxl.com,,+93 (0)786 441 943,"Kandhar, Afghanistan      ",http://www.cargoyellowpages.com/en/afghanistan/kandahar/page_01.html
167,53,AFGHAN SHIPPING & LOGISTICS (ASL),info@afghanshipping-logistics.com,,+93 (0)77 710 1234,"Dorraye, Airport Road, Opp Kandahar Custom House, Kandahar, Afghanistan      ",http://www.cargoyellowpages.com/en/afghanistan/kandahar/page_01.html
168,54,ARIA NOOR LOGISTIC SERVICES COMPANY,fayez.sadat@anl.af,www.anl.af,93790384887,"Baihaqi Street, Ghazanfar Business center, 6th floor, Off. # 606, Mazar-e-Sharif, Afghanistan      ",http://www.cargoyellowpages.com/en/afghanistan/mazar_e_sharif/page_01.html
169,0,AFGHAN SHIPPING & LOGISTICS (ASL),operation@afghanshipping-logistics.com,,+93 (0)78 637 3732,"Hairatan Port 3, Hairatan, Afghanistan      ",http://www.cargoyellowpages.com/en/afghanistan/hairatan/page_01.html
170,1,PARSIMPEX AFGHANISTAN,opafg@parsimpex.com,www.parsimpex.com,+93(0)793649999,"Falakah Movlanay JamiI, Jami Trade Center, Herat, Afghanistan      ",http://www.cargoyellowpages.com/en/afghanistan/herat/page_01.html
171,2,PEYMAN TRANSIT INT??L FORWARDING COMPANY,sn.nadem@hotmail.com,www.peyman.com.af,+93 (0)40 228282,"Muhammadi Building 3th Floor Unit 15,  009340, Afghanistan      ",http://www.cargoyellowpages.com/en/afghanistan/herat/page_01.html
172,3,PAKGRO,,,+93 (0)79 406482,"Al-Haj Main Aslam Plaza A, Dharamshal 4th Floor, Room no 149, Nangarhar, Afghanistan      ",http://www.cargoyellowpages.com/en/afghanistan/jalalabad/page_01.html
173,4,ALJUBAIR INTERNATIONAL TRANSPORTATION COMPANY (AIT...,info@aitc-co.com,www.aitc-co.com,+93 (0)796 82 9412,"Wazir Akbar Khan, 14th Street,      ",http://www.cargoyellowpages.com/en/afghanistan/kabul/page_01.html
174,5,AS LOGISTICS,ajmal@asl.af,www.asl.af,9.71563E+11,"House # 34, Street # 13, Wazir Akbar Khan, Kabul, Afghanistan      ",http://www.cargoyellowpages.com/en/afghanistan/kabul/page_01.html
175,6,SZ GROUP OF COMPANIES,info@szgroup-af.com,www.szgroup-af.com,93790000081,"House No: 264, Lane No 1, Saleem Karwan Town, Dis 16, Kabul, Afghanistan      ",http://www.cargoyellowpages.com/en/afghanistan/kabul/page_01.html
176,7,AFGHAN EMPIRE INTERNATIONAL LOGISTICS & SERVICES (...,afghanempire1@gmail.com,www.afghanempireinternational.com,+93-799 127 321,"Parwan 2nd, Kabul, Afghanistan      ",http://www.cargoyellowpages.com/en/afghanistan/kabul/page_01.html
177,8,MULTITRANS,mubashir.muzafari@multitranslog.com,www.multitranslog.com,93799644904,"207B Shahr e Naw, Kabul, Afghanistan      ",http://www.cargoyellowpages.com/en/afghanistan/kabul/page_01.html
178,9,AAZAN CORPORATION,arifkamalsyed@gmail.com,www.aazancorporation.com,92915250742,"TF-172, 3rd floor, Deans Trade Center Islamia Road Peshawar Cantt, Kabul, Afghanistan      ",http://www.cargoyellowpages.com/en/afghanistan/kabul/page_01.html
179,10,ISM INTERNATIONAL TRANSPORT AND LOGISTIC LTD.,mohammadismail982@gmail.com,,93202554522,"Shirpoor Main Road, Jam Super Market, 2nd floor, District 10, Kabul, Afghanistan      ",http://www.cargoyellowpages.com/en/afghanistan/kabul/page_01.html
180,11,PAXTON KABUL LOGISTICS COMPANY,kabul@paxton.com,www.paxton.com/locations/kabul,+93 (0)70 0295 329,"House # 8 left side Afghan Street, Shash Darak, Kabul, Afghanistan      ",http://www.cargoyellowpages.com/en/afghanistan/kabul/page_01.html
181,12,GLOCAL,glocal@glocal.com.af,www.glocal.com.af,+ 93 (0) 799 330 325,"4th Street Taimani Project No. 786 Kabul, Afghanistan      ",http://www.cargoyellowpages.com/en/afghanistan/kabul/page_01.html
182,13,SONIC JET AFGHANISTAN,kabul@sonicjet.aero,www.sonicjet.aero,+93 (0)793 433889,"Kabul International Airport, New Terminal, Kabul, Afghanistan      ",http://www.cargoyellowpages.com/en/afghanistan/kabul/page_01.html
183,14,AFEX LOGISTIC SOLUTIONS,andrew@afexsolutions.com,www.afexsolutions.com,+93 (0)79 490 7756,"House #731, Between Street 8 & 9, Main Road, Mouyi Mubarak, Taimani Watt, Kabul, Afghanistan      ",http://www.cargoyellowpages.com/en/afghanistan/kabul/page_01.html
184,15,ACTCO AFGHANISTAN LOGISTICS,gaurav@afghancontainers.com,www.afghancontainers.com,+93 (0)700 214666,"House No 43 Street 2 Left West Charahi, Haji Yakub Sher e Now,  2683, Afghanistan      ",http://www.cargoyellowpages.com/en/afghanistan/kabul/page_01.html
185,16,AFGHAN CONTAINER TRANSPORT COMPANY,gaurav@afghancontainers.com,www.afghancontainers.com,+93 (0)70 214666,"House No 43, Street No 2, Left West of Charahi Haji Yaqub, Kabul, Afghanistan      ",http://www.cargoyellowpages.com/en/afghanistan/kabul/page_01.html
186,17,AFGHAN INTERNATIONAL CARGO,,www.afghanshipping.com,,"Shahsamand Plaza, First Part Jade Mawand, Infront of Mawand Hospital, Kabul, Afghanistan      ",http://www.cargoyellowpages.com/en/afghanistan/kabul/page_01.html
187,18,BLUE SEA LOGISTICS INTERNATIONAL,alamzeb@bluesea-group.com,www.bluesea-group.com,+93 (0)799 757895,"Street # 3rd, House # 5th, Qalai Fathullah, Shahr-e-Naw,  25000, Afghanistan      ",http://www.cargoyellowpages.com/en/afghanistan/kabul/page_01.html
188,19,AFGHAN SHIPPING & LOGISTICS (ASL),ceo@afghanshipping-logistics.com,www.afghanshipping-logistics.com,+93 (0)799 119105,"Sarak-e-Naw, Bagram, Jalalabad Main Road, Kabul Industrial Zone, Kabul, Afghanistan      ",http://www.cargoyellowpages.com/en/afghanistan/kabul/page_01.html
189,20,ALLIED XPERT LOGISTICS,kabul@alliedxl.com,www.alliedxl.com,+93 (0)786 441 943,"Suite 511, Main Shash Darak Road, Opp Sitarra School,  74000, Afghanistan      ",http://www.cargoyellowpages.com/en/afghanistan/kabul/page_01.html
190,21,AU-LOGISTICS,info@aulogistics.com,www.aulogistics.com,+93 (0)78 720 3010,"Suite #1 St #2, Dani-E-Bagh Square, Baharistan Area Behind Punjsher Biz Ctr,  62000, Afghanistan      ",http://www.cargoyellowpages.com/en/afghanistan/kabul/page_01.html
191,22,AUSTIN SHIPPING AGENCY LLC,info@austingroup-me.com,www.austingroup-me.com,,"Ashraf Wat Road, Bet CharraiHaji Yaqoob & Charral Ansari, Kabul, Afghanistan      ",http://www.cargoyellowpages.com/en/afghanistan/kabul/page_01.html
192,23,DIAMOND CROWN LOGISTIC SOLUTIONS,dcls.kbl@gmail.com,www.dcls.biz,+93 (0)700 013830,"Kolola Pushta District 4,  25000, Afghanistan      ",http://www.cargoyellowpages.com/en/afghanistan/kabul/page_01.html
193,24,IFLS,ops@iflspakistan.com,www.iflspakistan.com,+93 (0)21 252 6766,"Qulala Pushta Road, Behind Embassy of Holland, Street 01, House No 03, Kabul, Afghanistan      ",http://www.cargoyellowpages.com/en/afghanistan/kabul/page_01.html
